Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
"Asst Manager/Manager,Channel Management(Mon State)",ATOM,"Sales, Business Development",Mon State,Benefits: Airtime Usage Medical Insurance Coverage Bonus Entitlement,Highlights:International Standards Join an experienced team!,Career Opportunities: Training provided Learn new Skills on the job!,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-channel-managementmon-state-atom/96052,15
Regional Security Manager,Exera Myanmar,Administrative,Yangon,Benefits: • Additional Benefits According to Company's Policy • Flexible Working Hours • Remote Work Option,Highlights:• An awesome company • Join a winning team • You can make a difference,Career Opportunities: • Probability of internal promotion • Job Training Opportunities • Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/regional-security-manager-exera-myanmar/95619,15
"Asst Manager/Manager, Channel Management (Pathein)",ATOM,"Sales, Business Development",Ayeyawady  Division,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-channel-management-pathein-atom/96047,15
"Manager, Head Of Regional Retail Operation",ATOM,"Sales, Business Development",Mandalay,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/manager-head-of-regional-retail-operation-atom/95827,15
Tele Sales Supervisor (Mandalay WS),Leading Pharmaceutical Industry,"Sales, Business Development",Mandalay,Benefits: *KPI payment *Overtime payment,Highlights:You can make a difference,Career Opportunities: *Promotion opportunities *Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/tele-sales-supervisor-mandalay-ws-leading-pharmaceutical-industry/96301,15
Relationship Manager- Transaction Banking Services,Yoma Bank,"Sales, Business Development",Mandalay,Benefits: •    Ferry Provided •    Mobile Phone Allowance •    Life Insurance •    Limited Medical Cover,Highlights:•    Empowered Working Environment •    Diverse Team,Career Opportunities: •    Learning and Development Platform •    Opportunities to Explore Multiple Career Paths,21 Feb 2024,https://www.jobnet.com.mm/job/relationship-manager-transaction-banking-services-yoma-bank/95386,15
"Asst. Manager/Manager,IT Infrastructure & Security",ATOM,"IT Hardware, Software",Yangon,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/asst-manager-manager-it-infrastructure-and-security-atom/95546,15
HR Admin Manager,Grand Wynn Group of Companies,"HR, Training and Recruitment",Yangon,Benefits: . Ferry . Uniform . Coffee . Incentive . Phone Bill,Highlights:. Fun Working environment . Make a difference . Join an experienced team,Career Opportunities: . Training Provided . Promotion opportunities . Management potential . Industry Specialization,21 Feb 2024,https://www.jobnet.com.mm/job/hr-admin-manager-grand-wynn-group-of-companies/94536,15
IT Procurement Executive,AGD Bank,"IT Hardware, Software",Yangon,Benefits: Ferry Provided,Highlights:Fun Working Environment,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/it-procurement-executive-agd-bank/96299,15
Full Stack Developer,Infinity Global Solutions,"IT Hardware, Software",Yangon,Benefits: Overtime Payment,Highlights:Join an experienced Team,Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/full-stack-developer-infinity-global-solutions/96298,15
HR Executive (Talent Acquisition),Tumil Holdings Limited,"HR, Training and Recruitment",Yangon,Benefits: -Competitive salary and benefits package -Opportunity to work in a fast-paced and dynamic environment -Be part of a growing and successful company,Highlights:Opportunity to learn and grow your career Work with a supportive and collaborative team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/hr-executive-talent-acquisition-tumil-holdings-limited/93278,15
Sales Representative (Mandalay),Coca-Cola Pinya Beverages Myanmar,"Sales, Business Development",Mandalay,Benefits: Bonus + Commission,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/sales-representative-mandalay-coca-cola-pinya-beverages-myanmar/96296,15
Senior Manager - Head Of Statutory Reporting,ATOM,"Finance, Accounting, Audit",Yangon,Benefits: -Competitive Salary Package -Quarterly Bonus -Medical Insurance -Provide Transportation,Highlights:-Make a difference -Join an experienced team,Career Opportunities: -Learn new Skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/senior-manager-head-of-statutory-reporting-atom/95829,16
Sales Manager,KBZ Bank,"Sales, Business Development",Yangon,"Benefits: Bonus Ferry provided  Sat, Sun and public holidays off",Highlights:Make a difference,Career Opportunities: Promotion Opportunities,21 Feb 2024,https://www.jobnet.com.mm/job/sales-manager-kbz-bank/86854,16
HR & Operation Manager,Industry Leading Company,"HR, Training and Recruitment",Yangon,Benefits: Transporation  Bonus  Lucky money,Highlights:100% foreign company,Career Opportunities: Virtual Training,21 Feb 2024,https://www.jobnet.com.mm/job/hr-and-operation-manager/96060,16
M&E Engineer (Quantity Surveyors Cum Site),Synergy Plus,"Engineering, Technical, HSE",Yangon,Benefits: - Uniform  - Overtime Payment,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,21 Feb 2024,https://www.jobnet.com.mm/job/mande-engineer-quantity-surveyors-cum-site-synergy-plus/95483,16
Security Engineer (IT Security Operation),MPT - Myanma Posts & Telecommunications,"Project, Operations Management",Yangon,Benefits: *Ferry Transport *Health Insurance *Performance Bonus,Highlights:*An awesome company - Join a winning team - You can make a difference,Career Opportunities: *Opportunities for promotion - Possibility for job training - Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/security-engineer-it-security-operation-mpt-myanma-posts-and-telecommunications/96291,16
Project Sales Executive,JFE MERANTI Myanmar,"Sales, Business Development",Yangon,Benefits: Rewards over performance,Highlights:International Standards,Career Opportunities: Training provided,21 Feb 2024,https://www.jobnet.com.mm/job/project-sales-executive-jfe-meranti-myanmar/85868,16
Senior Sales Executive (Chinese 4 Skills),Ayeyar Hinthar Holdings Company Limited,"Sales, Business Development",Yangon,Benefits: - Rewards for overperformance. - Sat & Sun (off),Highlights:- Fun Working environment. - International Standards.,Career Opportunities: - Learn new skill on this job,21 Feb 2024,https://www.jobnet.com.mm/job/senior-sales-executive-chinese-4-skills-ayeyar-hinthar-holdings-company-limited/96285,16
Sales & Marketing Assistant,"Bridging International Co,Ltd","Sales, Business Development",Yangon,Benefits: •	Reward for over performance,Highlights:•	Fun Working environment •	International Standards •	Make a difference •	Join an experienced team,Career Opportunities: •	Learn new Skills on the job •	Promotion opportunities •	Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-assistant-bridging-international-co-ltd/96284,16
Assistant Marketing Manager,"Kaung Swann Htet Trading Co., Ltd","Marketing, Media, Creative",Mandalay,Benefits: Bonus Meal or Travel Allowance Uniform Ferry,Highlights:Join an experience team Fun working environment,Career Opportunities: Training provided,21 Feb 2024,https://www.jobnet.com.mm/job/assistant-marketing-manager-kaung-swann-htet-trading-co-ltd/96282,16
Sales & Marketing Executive,"Beehive Deco Trading Co.,Ltd","Sales, Business Development",Mandalay,Benefits: * (လစာ + ရှားပါးစရိတ် + ရက်မှန်ကြေး + incentive + phone bill (sim card))  * Office Supporting (office cycles + office cars),Highlights:* Staff Entertainment * Event Bonus * Yearly Bonus * Family type work environment * Healthy care,Career Opportunities: * Product Training * Knowledge Sharing about sales with others * Self confidence for your product * improve your fields * Provide Training,21 Feb 2024,https://www.jobnet.com.mm/job/sales-and-marketing-executive-beehive-deco-trading-co-ltd/96281,16
Oversea Educational Consultant,British University College,"Education, Teaching, Childcare",Yangon,Benefits: - Rewards over performance,Highlights:Fun working environment International Standard,Career Opportunities: Promotion opportunity Chance to learn new skill in job,21 Feb 2024,https://www.jobnet.com.mm/job/oversea-educational-consultant-british-university-college/96276,16
Production Executive,Nut House Myanmar,"Manufacturing, Factory",Yangon,Benefits: Ferry Provide Accommodation Provide,Highlights:Join an experienced Team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/production-executive-nut-house-myanmar/96273,16
Senior Business Development Executive,"NearMe Co.,Ltd","Sales, Business Development",Yangon,"Benefits: -Attractive Salary -Ferry Provided -Sat, Sun and Public Holidays Off",Highlights:-Fun working environment -Join an experienced team,Career Opportunities: -Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/senior-business-development-executive-nearme-co-ltd/96271,16
Digital Marketing Manager,Nut House Myanmar,"Marketing, Media, Creative",Yangon,Benefits: Ferry Provide,Highlights:Join an experienced Team,Career Opportunities: Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/digital-marketing-manager-nut-house-myanmar/96269,16
Marketing Head,Nut House Myanmar,"Marketing, Media, Creative",Yangon,Benefits: Ferry Provided Uniform Provided Phone Bill Allowance,Highlights:Join an experienced Team,Career Opportunities: Management Potential,21 Feb 2024,https://www.jobnet.com.mm/job/marketing-head-nut-house-myanmar/96267,16
Store Account,"City Global Mark Services Co., Ltd","Finance, Accounting, Audit",Yangon,Benefits: * လစာ + ရက်မှန်ကြေး + နှစ်စဥ် ဆုကြေး,Highlights:You can make a difference,Career Opportunities: Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/store-account-city-global-mark-services-co-ltd/96265,16
IT Assistant,"Myanmar Fiber Optic Communication Network Co., Ltd","IT Hardware, Software",Yangon,Benefits: Phone bill allowance Ferry provided Health Insurance Social security Funds,Highlights:Expected salary for talented employee High standard working environment Work with overseas colleagues,Career Opportunities: Annual award according to your performance Chance to get new challenge at different departments,21 Feb 2024,https://www.jobnet.com.mm/job/it-assistant-myanmar-fiber-optic-communication-network-co-ltd/96261,16
Assistant Manager- Complaint Handling,Tumil Holdings Limited,"Customer Service, Support",Yangon,Benefits: Ferry provided,Highlights:Join an experienced team,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/assistant-manager-complaint-handling-tumil-holdings-limited/96259,16
Software Senior Quality Assurance,"Blue Stone Solution Co.,Ltd.","IT Hardware, Software",Yangon,"Benefits: - Transportation Allowance Provided - Myanmar New Year Bonus  - Yearly salary increments and promotions  - Company Trips, Dinners and Welfare",Highlights:- Fun Working Environments  - International Standard,Career Opportunities: - Training Provided  - Learn New Skills On The Job,21 Feb 2024,https://www.jobnet.com.mm/job/software-senior-quality-assurance-blue-stone-solution-co-ltd/96257,16
Head Of Trade & Transaction Banking Services,Myanma Apex Bank (MAB) Ltd,"Strategy, Planning",Yangon,Benefits: - Transportation provided - Mobile phone allowance,Highlights:- International standards,Career Opportunities: - Promotion opportunites,21 Feb 2024,https://www.jobnet.com.mm/job/head-of-trade-and-transaction-banking-services-myanma-apex-bank-mab-ltd/96255,16
Junior Service Engineer (Electrical/Mechatronics),"Bridging International Co,Ltd","Engineering, Technical, HSE",Yangon,Benefits: •	Rewards for over performance,Highlights:•	Fun Working environment •	International Standards •	Make a difference •	Join an experienced team,Career Opportunities: •	Training provided •	Learn new Skills on the job •	Promotion opportunities •	Management potential,21 Feb 2024,https://www.jobnet.com.mm/job/junior-service-engineer-electrical-mechatronics-bridging-international-co-ltd/96254,16
Visa & Operation Executive,New Sky Travel,Administrative,Yangon,Benefits: Yearly bonus Transportation allowance Sale Incentive OT allowance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/visa-and-operation-executive-new-sky-travel/94463,16
Senior Analyst (Research & Analysis),Exera Myanmar,Research and Development,Yangon,Benefits: • Additional Benefits According to Company's Policy • Flexible Working Hours • Remote Work Option,Highlights:• An awesome company • Join a winning team • You can make a difference,Career Opportunities: • Probability of internal promotion • Job Training Opportunities • Learn new skills and techniques,21 Feb 2024,https://www.jobnet.com.mm/job/senior-analyst-research-and-analysis-exera-myanmar/95614,16
Senior Sales & Marketing Executive,KM Terminal and Logistics Limited,"Sales, Business Development",Mandalay,Benefits: provided as per company policy,Highlights:Corporate Culture,Career Opportunities: Possibility for job training,21 Feb 2024,https://www.jobnet.com.mm/job/senior-sales-and-marketing-executive-km-terminal-and-logistics-limited/96252,16
Human Resource Executive,Myanmar Information Highway,"HR, Training and Recruitment",Yangon,Benefits: Rewards for over performance,"Highlights:Fun Working Environment, Internation Standard",Career Opportunities: Learn new skills on the job..,21 Feb 2024,https://www.jobnet.com.mm/job/human-resource-executive-myanmar-information-highway/96251,16
TOC Shift Leader,Young Investment Group,"Engineering, Technical, HSE",Yangon,Benefits: Overtime Payments,Highlights:Fun Working enviroment,Career Opportunities: Learn new skills on the job,21 Feb 2024,https://www.jobnet.com.mm/job/toc-shift-leader-young-investment-group/96249,16
