Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
"Senior Manager, Financial Planning & Reporting",ATOM,"Finance, Accounting, Audit",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:- Make a difference - Join an experienced team,Career Opportunities: - Learn new Skills on the job,03 Feb 2025,https://www.jobnet.com.mm/job/senior-manager-financial-planning-and-reporting-atom/110376,15
International Preschool Lead Teacher,Executive Garden Institute,"Education, Teaching, Childcare",Yangon,Benefits: 𝐂𝐨𝐦𝐩𝐞𝐭𝐢𝐭𝐢𝐯𝐞 𝐬𝐚𝐥𝐚𝐫𝐲 𝐛𝐚𝐬𝐞𝐝 𝐨𝐧 𝐞𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞. 𝐏𝐚𝐢𝐝 𝐭𝐢𝐦𝐞 𝐨𝐟𝐟 𝐚𝐧𝐝 𝐡𝐨𝐥𝐢𝐝𝐚𝐲𝐬. 𝐎𝐩𝐩𝐨𝐫𝐭𝐮𝐧𝐢𝐭𝐢𝐞,Highlights:An awesome company,Career Opportunities: Possibility for job training,03 Feb 2025,https://www.jobnet.com.mm/job/international-preschool-lead-teacher-executive-garden-institute/110156,15
Product Manager (OTC Brands),Mega Lifesciences Ltd,"Marketing, Media, Creative",Yangon,Benefits: - Yearly Increment - Yearly Bonus,Highlights:- International Working Standard,Career Opportunities: - Training Provided,03 Feb 2025,https://www.jobnet.com.mm/job/product-manager-otc-brands-mega-lifesciences-ltd/110375,15
Senior Store Account,"EAC Services Co.,Ltd","Manufacturing, Factory",Yangon,Benefits: -Performance Bonus -Uniform  -Ferry -Staff Gift  -Yearly Bonus,Highlights:-Happy Working Environment -International Standards -Join an experienced team,Career Opportunities: - Training Provided  - Learn new Skill on the job - Promotion Opportunities - Management potential,03 Feb 2025,https://www.jobnet.com.mm/job/senior-store-account-eac-services-co-ltd/110374,15
Group Product Manager (OTX Brands),Mega Lifesciences Ltd,"Marketing, Media, Creative",Yangon,Benefits: - Yearly Bonus - Yearly Increment - Other allowances,Highlights:- International Standard working systems,Career Opportunities: - Staff training and development,03 Feb 2025,https://www.jobnet.com.mm/job/group-product-manager-otx-brands-mega-lifesciences-ltd/110373,15
Assistant Risk Manager,Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefits will be provided according to company policy.,Highlights:You can make a difference,Career Opportunities: Possibility for job training,03 Feb 2025,https://www.jobnet.com.mm/job/assistant-risk-manager-capital-diamond-star-group-cdsg/110372,15
Assistant Teacher,S.A.M Myanmar,"Education, Teaching, Childcare",Yangon,Benefits: * Rewards for over performance,Highlights:* Make a difference * Fun working environment * Friendly and warm work place,Career Opportunities: * Training provided * Promotion opportunities,03 Feb 2025,https://www.jobnet.com.mm/job/assistant-teacher-sam-myanmar/110087,15
AR Account,United Chan Thar,"Finance, Accounting, Audit",Yangon,Benefits: _,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,03 Feb 2025,https://www.jobnet.com.mm/job/ar-account-united-chan-thar/109990,15
IT Manager,Myanmar International School Yangon,"IT Hardware, Software",Yangon,Benefits: -Ferry Provided,Highlights:-Fun working environment  - Personal Development training,Career Opportunities: -Training provided  - Learn new skills on job,03 Feb 2025,https://www.jobnet.com.mm/job/it-manager-myanmar-international-school-yangon/110371,15
Secondary ESL / SEN Teacher,Network International School,"Education, Teaching, Childcare",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,03 Feb 2025,https://www.jobnet.com.mm/job/secondary-esl-sen-teacher-network-international-school/110369,15
Sales Training Executive,"Myanmar Distribution Group Co., Ltd.(MDG)","Sales, Business Development",Yangon,Benefits: - Attractive Salary Package,Highlights:Good working environment,Career Opportunities: Promotion Opportunities,02 Feb 2025,https://www.jobnet.com.mm/job/sales-training-executive-myanmar-distribution-group-co-ltdmdg/110366,15
Deputy General Accounting Manager,KBZ Bank,"Finance, Accounting, Audit",Yangon,"Benefits: Bonus Chance to work at Biggest Bank in Myanmar Health Insurance Sat, Sun and Gazette Day Off",Highlights:Learning Banking Knowledge and Experience,Career Opportunities: Learning Opportunity Career Growth,01 Feb 2025,https://www.jobnet.com.mm/job/deputy-general-accounting-manager-kbz-bank/110360,15
Branch Manager ( Yangon And Southern Area ),"Vivo Group Co.,Ltd.","Sales, Business Development",Yangon,Benefits: •	Rewards for over performance,Highlights:•	Make a difference  •	Join an experienced team,Career Opportunities: •	Learn new skills on the job •	Promotion opportunities,01 Feb 2025,https://www.jobnet.com.mm/job/branch-manager-yangon-and-southern-area-vivo-group-co-ltd/110358,15
Subject Teacher ( Science (Secondary & Primary) ),Universal Academy Myanmar,"Education, Teaching, Childcare",Yangon,Benefits: Performance Allowance Ferry Provided,Highlights:International School Fun Working Environment Join an experienced team,Career Opportunities: Learn new Skills on the Job Promotion opportunities,01 Feb 2025,https://www.jobnet.com.mm/job/subject-teacher-science-secondary-and-primary-universal-academy-myanmar/110356,15
Machine Operator (Junior Engineer/Any Graduate),Colgate-Palmolive (Myanmar) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Fixed bonus - Monthly allowances - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/machine-operator-junior-engineer-any-graduate-colgate-palmolive-myanmar-ltd/110355,15
Sales Executive (Educational Sales Consultant),Yangon American International School,"Sales, Business Development",Yangon,Benefits: *Bonus & Commission,Highlights:*Fun Working Environment *International Standards,Career Opportunities: *Training Provided *Promotion Opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/sales-executive-educational-sales-consultant-yangon-american-international-school/110354,15
MEP Engineer,"Min Dhama Co.,Ltd.","Engineering, Technical, HSE",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,31 Jan 2025,https://www.jobnet.com.mm/job/mep-engineer-min-dhama-co-ltd/110352,15
Drama Content Manager,"Ichor Global Co.,Ltd","Marketing, Media, Creative",Yangon,Benefits: Rewards for performance,Highlights:Make a difference,Career Opportunities: Explore your creation,31 Jan 2025,https://www.jobnet.com.mm/job/drama-content-manager-ichor-global-co-ltd/109551,15
Storekeeper,"Min Dhama Co.,Ltd.","Logistics, Warehousing, Port",Yangon,Benefits: - Meal Provided - Overtime Payments,Highlights:-Fun working environment -Join an experienced team,Career Opportunities: -Learn skills on the job,31 Jan 2025,https://www.jobnet.com.mm/job/storekeeper-min-dhama-co-ltd/109571,15
Assistant General Manager-Admin,Asia Royal Hospital,Administrative,Yangon,Benefits: Annual Bonus. - Yearly increment and service year allowance. - Medical Care with discount for employee and family.,"Highlights:Warm, safe, transparent workplace.. Can get knowledge about varieties of pharmaceutical products and medication.",Career Opportunities: Continuous pharmaceutical trainings. Personal development trainings. Promotion career up to higher position.,31 Jan 2025,https://www.jobnet.com.mm/job/assistant-general-manager-admin-asia-royal-hospital/110350,15
Engineer Internship - Female,Colgate-Palmolive (Myanmar) Ltd.,"Engineering, Technical, HSE",Yangon,Benefits: - Fixed bonus - Monthly allowances - Transportation arrangement if out of Shwe Pyi Thar,Highlights:- International standards,Career Opportunities: - learning opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/engineer-internship-female-colgate-palmolive-myanmar-ltd/110349,15
Customer Experience Manager,Ninja Van Myanmar,"Customer Service, Support",Yangon,Benefits: * Attractive Salary + Other Allowances * Ferry & Uniform Provided * Phone SIM card and Phone Bill Provided *Performance-based Annual Increment & Bo,Highlights:* Fun & Dynamic Environment * Multinational Organization,Career Opportunities: * Continuous Learning Opportunities * Opportunities for Career Development,31 Jan 2025,https://www.jobnet.com.mm/job/customer-experience-manager-ninja-van-myanmar/110348,16
Content And Creative Coordinator,Banner Gems and Jewellery,"Marketing, Media, Creative",Yangon,Benefits: Lunch,Highlights:You can make a difference,Career Opportunities: Possibility for job training,31 Jan 2025,https://www.jobnet.com.mm/job/content-and-creative-coordinator-banner-gems-and-jewellery/110346,16
Receptionist,Lotteria Myanmar,Administrative,Yangon,Benefits: - Bonus  - Transportation Allowance,Highlights:- Strong organizational and multitasking abilities.,Career Opportunities: - Opportunities for growth within the company.,31 Jan 2025,https://www.jobnet.com.mm/job/receptionist-lotteria-myanmar/109685,16
Brand Executive - Brand Development,Grand Royal Group International,"Marketing, Media, Creative",Yangon,Benefits: Rewards for overperformance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,31 Jan 2025,https://www.jobnet.com.mm/job/brand-executive-brand-development-grand-royal-group-international/110343,16
Head Of Financial Processes,CB Bank,"Finance, Accounting, Audit",Yangon,Benefits: •	Bonus •	Travel Allowence,Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,31 Jan 2025,https://www.jobnet.com.mm/job/head-of-financial-processes-cb-bank/110341,16
Laboratory Analyst,HEINEKEN Myanmar Limited,Quality Assurance,Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Meal provided * Ferry provided * Overtime payment,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",31 Jan 2025,https://www.jobnet.com.mm/job/laboratory-analyst-heineken-myanmar-limited/110338,16
Utilities Operator,HEINEKEN Myanmar Limited,"Manufacturing, Factory",Yangon,Benefits: * Health Insurance * Group Life Insurance * Short-Term Incentive Plan * Meal provided * Ferry provided * Overtime payment,Highlights:* Fun working environment * International standard working environment & culture * Sat/Sun Off * Brew a better world,"Career Opportunities: * Personal Development Plan * Develop Leadership Skills with high professional mentors, managers, and coaches * Ongoing Training & Development Plan",31 Jan 2025,https://www.jobnet.com.mm/job/utilities-operator-heineken-myanmar-limited/105927,16
Audit Assistant,"Focus Star Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: - Bonus  - Rewards over performance - Overtime Payment,Highlights:- Fun Working Environment - International Standards,Career Opportunities: -Training Provides - Learn new skill on job - Promotion Opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/audit-assistant-focus-star-co-ltd/109702,16
Depot Lead,"Ichor Global Co.,Ltd","Project, Operations Management",Yangon,Benefits: Ferry Provided,Highlights:Make a different,Career Opportunities: Opportunities for promotion,31 Jan 2025,https://www.jobnet.com.mm/job/depot-lead-ichor-global-co-ltd/109721,16
Python Backend Developer,EBP Incorporation (Myanmar Branch),"IT Hardware, Software",Yangon,Benefits: - Japanese Language Tuition Fees and technical training grants may be available. - Friendly and supportive work environment,Highlights:📌 Interview - Previous project experience portfolio must be submitted. - Coding qualification test must be taken.,Career Opportunities: 📌 Opportunities for professional growth and development 📌 Opportunity to work with experienced Japanese staff members.,31 Jan 2025,https://www.jobnet.com.mm/job/python-backend-developer-ebp-incorporation-myanmar-branch/110336,16
Sub Assistant -Project Sales Engineer,RGK+Z&A Group (Zeya & Associates),"Engineering, Technical, HSE",Yangon,Benefits: 1. Competitive salary. 2. Comprehensive benefits package. 3. Opportunities for professional growth. 4. Collaborative work environment.,Highlights:Fun Working environment International Standards Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skills on the job Promotional opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/sub-assistant-project-sales-engineer-rgk-zanda-group-zeya-and-associates/109553,16
Assistant Engineer-Engineering And Construction,RGK+Z&A Group (Zeya & Associates),"Engineering, Technical, HSE",Yangon,Benefits: 1. Competitive salary. 2. Comprehensive benefits package. 3. Opportunities for professional growth. 4. Collaborative work environment.,Highlights:Fun Working environment International Standards Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skills on the job Promotional opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/assistant-engineer-engineering-and-construction-rgk-zanda-group-zeya-and-associates/109597,16
Deputy Manager (PMO Office),RGK+Z&A Group (Zeya & Associates),"Project, Operations Management",Yangon,Benefits: 1. Competitive salary. 2. Comprehensive benefits package. 3. Opportunities for professional growth. 4. Collaborative work environment.,Highlights:Fun Working environment International Standards Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skills on the job Promotional opportunities,31 Jan 2025,https://www.jobnet.com.mm/job/deputy-manager-pmo-office-rgk-zanda-group-zeya-and-associates/109550,16
